State,Age,UrbanRural,LiteracyRate
ODISHA,71,Rural,37.00%
ODISHA,71,Urban,64.09%
ODISHA,72,Rural,43.88%
ODISHA,72,Urban,71.24%
ODISHA,73,Rural,48.14%
ODISHA,73,Urban,78.95%
ODISHA,74,Rural,43.84%
ODISHA,74,Urban,73.97%
ODISHA,75,Rural,35.74%
ODISHA,75,Urban,56.41%
ODISHA,76,Rural,39.46%
ODISHA,76,Urban,67.90%
ODISHA,77,Rural,44.99%
ODISHA,77,Urban,77.31%
ODISHA,78,Rural,44.05%
ODISHA,78,Urban,73.49%
ODISHA,79,Rural,39.09%
ODISHA,79,Urban,65.65%
ODISHA,80,Rural,31.15%
ODISHA,80,Urban,49.61%
ODISHA,81,Rural,35.45%
ODISHA,81,Urban,61.90%
ODISHA,82,Rural,44.88%
ODISHA,82,Urban,71.40%
ODISHA,83,Rural,50.50%
ODISHA,83,Urban,75.64%
ODISHA,84,Rural,48.39%
ODISHA,84,Urban,70.99%
ODISHA,85,Rural,37.67%
ODISHA,85,Urban,56.96%
ODISHA,86,Rural,41.78%
ODISHA,86,Urban,68.09%
ODISHA,87,Rural,48.59%
ODISHA,87,Urban,72.73%
ODISHA,88,Rural,48.09%
ODISHA,88,Urban,73.65%
ODISHA,89,Rural,41.17%
ODISHA,89,Urban,62.39%
ODISHA,90,Rural,31.48%
ODISHA,90,Urban,49.92%
ODISHA,91,Rural,37.72%
ODISHA,91,Urban,62.77%
ODISHA,92,Rural,51.10%
ODISHA,92,Urban,72.64%
ODISHA,93,Rural,55.84%
ODISHA,93,Urban,75.91%
ODISHA,94,Rural,53.56%
ODISHA,94,Urban,72.95%
ODISHA,95,Rural,39.84%
ODISHA,95,Urban,60.19%
ODISHA,96,Rural,47.12%
ODISHA,96,Urban,69.39%
ODISHA,97,Rural,52.55%
ODISHA,97,Urban,75.42%
ODISHA,98,Rural,47.79%
ODISHA,98,Urban,73.53%
ODISHA,99,Rural,36.69%
ODISHA,99,Urban,56.39%
PUDUCHERRY,7,Rural,73.85%
PUDUCHERRY,7,Urban,80.08%
PUDUCHERRY,8,Rural,87.99%
PUDUCHERRY,8,Urban,92.15%
PUDUCHERRY,9,Rural,93.07%
PUDUCHERRY,9,Urban,95.31%
PUDUCHERRY,10,Rural,94.52%
PUDUCHERRY,10,Urban,96.04%
PUDUCHERRY,11,Rural,96.92%
PUDUCHERRY,11,Urban,97.85%
PUDUCHERRY,12,Rural,98.66%
PUDUCHERRY,12,Urban,98.43%
PUDUCHERRY,13,Rural,98.69%
PUDUCHERRY,13,Urban,98.92%
PUDUCHERRY,14,Rural,98.66%
PUDUCHERRY,14,Urban,98.79%
PUDUCHERRY,15,Rural,98.28%
PUDUCHERRY,15,Urban,98.55%
PUDUCHERRY,16,Rural,98.50%
PUDUCHERRY,16,Urban,98.55%
PUDUCHERRY,17,Rural,98.42%
PUDUCHERRY,17,Urban,98.59%
PUDUCHERRY,18,Rural,97.94%
PUDUCHERRY,18,Urban,98.11%
PUDUCHERRY,19,Rural,98.10%
PUDUCHERRY,19,Urban,97.88%
PUDUCHERRY,20,Rural,97.01%
PUDUCHERRY,20,Urban,97.05%
PUDUCHERRY,21,Rural,97.30%
PUDUCHERRY,21,Urban,97.51%
PUDUCHERRY,22,Rural,96.28%
PUDUCHERRY,22,Urban,96.41%
PUDUCHERRY,23,Rural,96.15%
PUDUCHERRY,23,Urban,97.02%
PUDUCHERRY,24,Rural,95.44%
PUDUCHERRY,24,Urban,96.29%
PUDUCHERRY,25,Rural,93.92%
PUDUCHERRY,25,Urban,94.32%
PUDUCHERRY,26,Rural,94.16%
PUDUCHERRY,26,Urban,95.51%
PUDUCHERRY,27,Rural,94.00%
PUDUCHERRY,27,Urban,95.19%
PUDUCHERRY,28,Rural,93.02%
PUDUCHERRY,28,Urban,94.53%
PUDUCHERRY,29,Rural,92.78%
PUDUCHERRY,29,Urban,95.23%
PUDUCHERRY,30,Rural,87.68%
PUDUCHERRY,30,Urban,91.37%
PUDUCHERRY,31,Rural,91.19%
PUDUCHERRY,31,Urban,94.27%
PUDUCHERRY,32,Rural,88.08%
PUDUCHERRY,32,Urban,92.42%
PUDUCHERRY,33,Rural,89.68%
PUDUCHERRY,33,Urban,93.57%
PUDUCHERRY,34,Rural,87.99%
PUDUCHERRY,34,Urban,92.95%
PUDUCHERRY,35,Rural,78.98%
PUDUCHERRY,35,Urban,87.33%
PUDUCHERRY,36,Rural,82.53%
PUDUCHERRY,36,Urban,90.95%
PUDUCHERRY,37,Rural,80.26%
PUDUCHERRY,37,Urban,90.37%
PUDUCHERRY,38,Rural,78.30%
PUDUCHERRY,38,Urban,88.44%
PUDUCHERRY,39,Rural,78.83%
PUDUCHERRY,39,Urban,89.71%
PUDUCHERRY,40,Rural,65.96%
PUDUCHERRY,40,Urban,81.88%
PUDUCHERRY,41,Rural,76.55%
PUDUCHERRY,41,Urban,89.11%
PUDUCHERRY,42,Rural,73.87%
PUDUCHERRY,42,Urban,87.38%
PUDUCHERRY,43,Rural,75.05%
PUDUCHERRY,43,Urban,87.84%
PUDUCHERRY,44,Rural,75.39%
PUDUCHERRY,44,Urban,87.46%
PUDUCHERRY,45,Rural,57.72%
PUDUCHERRY,45,Urban,78.59%
PUDUCHERRY,46,Rural,67.58%
PUDUCHERRY,46,Urban,85.96%
PUDUCHERRY,47,Rural,70.48%
PUDUCHERRY,47,Urban,86.12%
PUDUCHERRY,48,Rural,67.52%
PUDUCHERRY,48,Urban,84.36%
PUDUCHERRY,49,Rural,69.18%
PUDUCHERRY,49,Urban,86.01%
PUDUCHERRY,50,Rural,51.39%
PUDUCHERRY,50,Urban,75.87%
PUDUCHERRY,51,Rural,65.73%
PUDUCHERRY,51,Urban,86.18%
PUDUCHERRY,52,Rural,65.85%
PUDUCHERRY,52,Urban,85.59%
PUDUCHERRY,53,Rural,69.87%
PUDUCHERRY,53,Urban,86.63%
PUDUCHERRY,54,Rural,68.01%
PUDUCHERRY,54,Urban,86.17%
PUDUCHERRY,55,Rural,47.41%
PUDUCHERRY,55,Urban,72.16%
PUDUCHERRY,56,Rural,57.62%
PUDUCHERRY,56,Urban,82.02%
PUDUCHERRY,57,Rural,62.90%
PUDUCHERRY,57,Urban,84.87%
PUDUCHERRY,58,Rural,63.32%
PUDUCHERRY,58,Urban,82.36%
PUDUCHERRY,59,Rural,61.89%
PUDUCHERRY,59,Urban,81.30%
PUDUCHERRY,60,Rural,36.29%
PUDUCHERRY,60,Urban,62.05%
PUDUCHERRY,61,Rural,47.89%
PUDUCHERRY,61,Urban,76.91%
PUDUCHERRY,62,Rural,54.17%
PUDUCHERRY,62,Urban,77.72%
PUDUCHERRY,63,Rural,59.33%
PUDUCHERRY,63,Urban,79.98%
PUDUCHERRY,64,Rural,53.58%
PUDUCHERRY,64,Urban,78.39%
PUDUCHERRY,65,Rural,32.17%
PUDUCHERRY,65,Urban,54.75%
PUDUCHERRY,66,Rural,39.96%
PUDUCHERRY,66,Urban,68.30%
PUDUCHERRY,67,Rural,48.61%
PUDUCHERRY,67,Urban,73.11%
PUDUCHERRY,68,Rural,47.61%
PUDUCHERRY,68,Urban,72.82%
PUDUCHERRY,69,Rural,45.86%
PUDUCHERRY,69,Urban,73.24%
PUDUCHERRY,70,Rural,27.40%
PUDUCHERRY,70,Urban,48.87%
PUDUCHERRY,71,Rural,34.22%
PUDUCHERRY,71,Urban,67.68%
PUDUCHERRY,72,Rural,46.59%
PUDUCHERRY,72,Urban,73.45%
PUDUCHERRY,73,Rural,55.03%
PUDUCHERRY,73,Urban,74.43%
PUDUCHERRY,74,Rural,47.17%
PUDUCHERRY,74,Urban,71.42%
PUDUCHERRY,75,Rural,29.13%
PUDUCHERRY,75,Urban,50.35%
PUDUCHERRY,76,Rural,35.18%
PUDUCHERRY,76,Urban,62.34%
PUDUCHERRY,77,Rural,48.97%
PUDUCHERRY,77,Urban,72.62%
PUDUCHERRY,78,Rural,47.76%
PUDUCHERRY,78,Urban,69.75%
PUDUCHERRY,79,Rural,36.65%
PUDUCHERRY,79,Urban,66.34%
PUDUCHERRY,80,Rural,22.93%
PUDUCHERRY,80,Urban,43.08%
PUDUCHERRY,81,Rural,27.35%
PUDUCHERRY,81,Urban,56.50%
PUDUCHERRY,82,Rural,52.17%
PUDUCHERRY,82,Urban,71.00%
PUDUCHERRY,83,Rural,48.95%
PUDUCHERRY,83,Urban,68.53%
PUDUCHERRY,84,Rural,48.25%
PUDUCHERRY,84,Urban,67.38%
PUDUCHERRY,85,Rural,30.34%
PUDUCHERRY,85,Urban,46.97%
PUDUCHERRY,86,Rural,38.92%
PUDUCHERRY,86,Urban,54.48%
PUDUCHERRY,87,Rural,53.85%
PUDUCHERRY,87,Urban,60.67%
PUDUCHERRY,88,Rural,54.55%
PUDUCHERRY,88,Urban,62.91%
PUDUCHERRY,89,Rural,38.10%
PUDUCHERRY,89,Urban,64.73%
PUDUCHERRY,90,Rural,24.80%
PUDUCHERRY,90,Urban,39.65%
PUDUCHERRY,91,Rural,28.57%
PUDUCHERRY,91,Urban,54.94%
PUDUCHERRY,92,Rural,47.92%
PUDUCHERRY,92,Urban,70.97%
PUDUCHERRY,93,Rural,48.28%
PUDUCHERRY,93,Urban,76.00%
PUDUCHERRY,94,Rural,61.76%
PUDUCHERRY,94,Urban,70.27%
PUDUCHERRY,95,Rural,31.58%
PUDUCHERRY,95,Urban,47.76%
PUDUCHERRY,96,Rural,46.15%
PUDUCHERRY,96,Urban,68.57%
PUDUCHERRY,97,Rural,47.37%
PUDUCHERRY,97,Urban,59.57%
PUDUCHERRY,98,Rural,61.54%
PUDUCHERRY,98,Urban,56.52%
PUDUCHERRY,99,Rural,42.86%
PUDUCHERRY,99,Urban,55.56%
PUNJAB,7,Rural,77.17%
PUNJAB,7,Urban,78.26%
PUNJAB,8,Rural,88.42%
PUNJAB,8,Urban,87.57%
PUNJAB,9,Rural,92.02%
PUNJAB,9,Urban,90.85%
PUNJAB,10,Rural,91.57%
PUNJAB,10,Urban,90.15%
PUNJAB,11,Rural,93.85%
PUNJAB,11,Urban,93.01%
PUNJAB,12,Rural,93.58%
PUNJAB,12,Urban,92.52%
PUNJAB,13,Rural,93.95%
PUNJAB,13,Urban,93.37%
PUNJAB,14,Rural,93.23%
PUNJAB,14,Urban,93.11%
PUNJAB,15,Rural,91.69%
PUNJAB,15,Urban,91.48%
PUNJAB,16,Rural,91.79%
PUNJAB,16,Urban,91.88%
PUNJAB,17,Rural,92.23%
PUNJAB,17,Urban,92.59%
PUNJAB,18,Rural,89.73%
PUNJAB,18,Urban,90.19%
PUNJAB,19,Rural,90.94%
PUNJAB,19,Urban,91.89%
PUNJAB,20,Rural,86.62%
PUNJAB,20,Urban,88.47%
PUNJAB,21,Rural,89.64%
PUNJAB,21,Urban,91.56%
PUNJAB,22,Rural,86.34%
PUNJAB,22,Urban,89.08%
PUNJAB,23,Rural,86.91%
PUNJAB,23,Urban,90.44%
PUNJAB,24,Rural,85.92%
PUNJAB,24,Urban,90.04%
PUNJAB,25,Rural,80.21%
PUNJAB,25,Urban,84.94%
PUNJAB,26,Rural,83.59%
PUNJAB,26,Urban,88.63%
PUNJAB,27,Rural,83.90%
PUNJAB,27,Urban,89.72%
PUNJAB,28,Rural,78.86%
PUNJAB,28,Urban,86.44%
PUNJAB,29,Rural,81.67%
PUNJAB,29,Urban,89.04%
PUNJAB,30,Rural,72.01%
PUNJAB,30,Urban,80.06%
PUNJAB,31,Rural,79.46%
PUNJAB,31,Urban,88.08%
PUNJAB,32,Rural,73.98%
PUNJAB,32,Urban,84.83%
PUNJAB,33,Rural,74.39%
PUNJAB,33,Urban,86.79%
PUNJAB,34,Rural,74.52%
PUNJAB,34,Urban,86.39%
PUNJAB,35,Rural,65.05%
PUNJAB,35,Urban,75.91%
PUNJAB,36,Rural,71.11%
PUNJAB,36,Urban,83.22%
PUNJAB,37,Rural,72.56%
PUNJAB,37,Urban,86.37%
PUNJAB,38,Rural,64.99%
PUNJAB,38,Urban,81.39%
PUNJAB,39,Rural,69.25%
PUNJAB,39,Urban,83.99%
PUNJAB,40,Rural,58.40%
PUNJAB,40,Urban,71.57%
PUNJAB,41,Rural,67.89%
PUNJAB,41,Urban,82.81%
PUNJAB,42,Rural,64.22%
PUNJAB,42,Urban,81.53%
PUNJAB,43,Rural,64.28%
PUNJAB,43,Urban,83.28%
PUNJAB,44,Rural,64.71%
PUNJAB,44,Urban,82.57%
PUNJAB,45,Rural,56.12%
PUNJAB,45,Urban,71.30%
PUNJAB,46,Rural,63.38%
PUNJAB,46,Urban,80.72%
PUNJAB,47,Rural,64.32%
PUNJAB,47,Urban,84.45%
PUNJAB,48,Rural,56.51%
PUNJAB,48,Urban,79.94%
PUNJAB,49,Rural,59.81%
PUNJAB,49,Urban,81.77%
PUNJAB,50,Rural,48.55%
PUNJAB,50,Urban,68.52%
PUNJAB,51,Rural,58.88%
PUNJAB,51,Urban,80.54%
PUNJAB,52,Rural,57.94%
PUNJAB,52,Urban,82.94%
PUNJAB,53,Rural,59.12%
PUNJAB,53,Urban,85.33%
PUNJAB,54,Rural,58.79%
PUNJAB,54,Urban,83.90%
PUNJAB,55,Rural,47.57%
PUNJAB,55,Urban,70.95%
PUNJAB,56,Rural,58.20%
PUNJAB,56,Urban,81.77%
PUNJAB,57,Rural,57.99%
PUNJAB,57,Urban,85.56%
PUNJAB,58,Rural,46.35%
PUNJAB,58,Urban,79.81%
PUNJAB,59,Rural,47.34%
PUNJAB,59,Urban,79.13%
PUNJAB,60,Rural,34.21%
PUNJAB,60,Urban,61.01%
PUNJAB,61,Rural,41.20%
PUNJAB,61,Urban,74.35%
PUNJAB,62,Rural,38.44%
PUNJAB,62,Urban,75.10%
PUNJAB,63,Rural,41.79%
PUNJAB,63,Urban,78.46%
PUNJAB,64,Rural,39.76%
PUNJAB,64,Urban,74.76%
PUNJAB,65,Rural,30.06%
PUNJAB,65,Urban,56.88%
PUNJAB,66,Rural,36.49%
PUNJAB,66,Urban,69.50%
PUNJAB,67,Rural,40.37%
PUNJAB,67,Urban,78.41%
PUNJAB,68,Rural,32.38%
PUNJAB,68,Urban,71.76%
PUNJAB,69,Rural,33.28%
PUNJAB,69,Urban,69.15%
PUNJAB,70,Rural,23.07%
PUNJAB,70,Urban,48.18%
PUNJAB,71,Rural,29.30%
PUNJAB,71,Urban,61.44%
PUNJAB,72,Rural,31.64%
PUNJAB,72,Urban,70.50%
PUNJAB,73,Rural,32.44%
PUNJAB,73,Urban,72.72%
PUNJAB,74,Rural,31.08%
PUNJAB,74,Urban,68.86%
PUNJAB,75,Rural,21.15%
PUNJAB,75,Urban,50.06%
PUNJAB,76,Rural,26.84%
PUNJAB,76,Urban,61.27%
PUNJAB,77,Rural,31.62%
PUNJAB,77,Urban,73.39%
PUNJAB,78,Rural,23.73%
PUNJAB,78,Urban,64.25%
PUNJAB,79,Rural,22.79%
PUNJAB,79,Urban,59.27%
PUNJAB,80,Rural,15.69%
PUNJAB,80,Urban,39.01%
PUNJAB,81,Rural,20.14%
PUNJAB,81,Urban,51.36%
PUNJAB,82,Rural,26.70%
PUNJAB,82,Urban,63.86%
PUNJAB,83,Rural,27.77%
PUNJAB,83,Urban,66.01%
PUNJAB,84,Rural,25.55%
PUNJAB,84,Urban,59.80%
PUNJAB,85,Rural,17.47%
PUNJAB,85,Urban,42.18%
PUNJAB,86,Rural,23.97%
PUNJAB,86,Urban,53.84%
PUNJAB,87,Rural,32.17%
PUNJAB,87,Urban,67.79%
PUNJAB,88,Rural,30.61%
PUNJAB,88,Urban,64.22%
PUNJAB,89,Rural,25.06%
PUNJAB,89,Urban,55.90%
PUNJAB,90,Rural,15.66%
PUNJAB,90,Urban,34.98%
PUNJAB,91,Rural,22.34%
PUNJAB,91,Urban,48.88%
PUNJAB,92,Rural,36.51%
PUNJAB,92,Urban,64.03%
PUNJAB,93,Rural,43.07%
PUNJAB,93,Urban,66.86%
PUNJAB,94,Rural,39.25%
PUNJAB,94,Urban,60.57%
PUNJAB,95,Rural,22.20%
PUNJAB,95,Urban,44.65%
PUNJAB,96,Rural,33.21%
PUNJAB,96,Urban,56.73%
PUNJAB,97,Rural,42.57%
PUNJAB,97,Urban,66.84%
PUNJAB,98,Rural,33.78%
PUNJAB,98,Urban,59.36%
PUNJAB,99,Rural,19.29%
PUNJAB,99,Urban,43.42%
RAJASTHAN,7,Rural,68.36%
RAJASTHAN,7,Urban,74.73%
RAJASTHAN,8,Rural,82.21%
RAJASTHAN,8,Urban,85.81%
RAJASTHAN,9,Rural,87.82%
RAJASTHAN,9,Urban,89.79%
RAJASTHAN,10,Rural,86.92%
RAJASTHAN,10,Urban,88.91%
RAJASTHAN,11,Rural,90.59%
RAJASTHAN,11,Urban,92.03%
RAJASTHAN,12,Rural,88.99%
RAJASTHAN,12,Urban,91.19%
RAJASTHAN,13,Rural,89.75%
RAJASTHAN,13,Urban,92.02%
RAJASTHAN,14,Rural,89.04%
RAJASTHAN,14,Urban,91.73%
RAJASTHAN,15,Rural,87.02%
RAJASTHAN,15,Urban,90.40%
RAJASTHAN,16,Rural,86.60%
RAJASTHAN,16,Urban,90.62%
RAJASTHAN,17,Rural,86.85%
RAJASTHAN,17,Urban,91.32%
RAJASTHAN,18,Rural,80.96%
RAJASTHAN,18,Urban,88.33%
RAJASTHAN,19,Rural,81.00%
RAJASTHAN,19,Urban,89.88%
RAJASTHAN,20,Rural,75.14%
RAJASTHAN,20,Urban,85.18%
RAJASTHAN,21,Rural,77.84%
RAJASTHAN,21,Urban,89.07%
RAJASTHAN,22,Rural,73.18%
RAJASTHAN,22,Urban,85.70%
RAJASTHAN,23,Rural,70.10%
RAJASTHAN,23,Urban,86.93%
RAJASTHAN,24,Rural,69.44%
RAJASTHAN,24,Urban,86.73%
RAJASTHAN,25,Rural,65.89%
RAJASTHAN,25,Urban,80.72%
RAJASTHAN,26,Rural,66.10%
RAJASTHAN,26,Urban,85.48%
RAJASTHAN,27,Rural,65.10%
RAJASTHAN,27,Urban,85.84%
RAJASTHAN,28,Rural,57.59%
RAJASTHAN,28,Urban,81.33%
RAJASTHAN,29,Rural,60.82%
RAJASTHAN,29,Urban,84.87%
RAJASTHAN,30,Rural,56.22%
RAJASTHAN,30,Urban,75.24%
RAJASTHAN,31,Rural,60.06%
RAJASTHAN,31,Urban,84.09%
RAJASTHAN,32,Rural,54.08%
RAJASTHAN,32,Urban,79.22%
RAJASTHAN,33,Rural,50.53%
RAJASTHAN,33,Urban,80.72%
RAJASTHAN,34,Rural,52.34%
RAJASTHAN,34,Urban,81.40%
RAJASTHAN,35,Rural,50.66%
RAJASTHAN,35,Urban,71.15%
RAJASTHAN,36,Rural,50.39%
RAJASTHAN,36,Urban,78.15%
RAJASTHAN,37,Rural,49.25%
RAJASTHAN,37,Urban,80.27%
RAJASTHAN,38,Rural,42.09%
RAJASTHAN,38,Urban,74.58%
RAJASTHAN,39,Rural,46.00%
RAJASTHAN,39,Urban,78.75%
RAJASTHAN,40,Rural,41.82%
RAJASTHAN,40,Urban,66.46%
RAJASTHAN,41,Rural,45.62%
RAJASTHAN,41,Urban,77.83%
RAJASTHAN,42,Rural,41.18%
RAJASTHAN,42,Urban,75.19%
RAJASTHAN,43,Rural,37.49%
RAJASTHAN,43,Urban,76.72%
RAJASTHAN,44,Rural,40.18%
RAJASTHAN,44,Urban,77.19%
RAJASTHAN,45,Rural,37.12%
RAJASTHAN,45,Urban,64.62%
RAJASTHAN,46,Rural,38.73%
RAJASTHAN,46,Urban,75.05%
RAJASTHAN,47,Rural,37.76%
RAJASTHAN,47,Urban,78.25%
RAJASTHAN,48,Rural,31.12%
RAJASTHAN,48,Urban,71.66%
RAJASTHAN,49,Rural,36.07%
RAJASTHAN,49,Urban,76.20%
RAJASTHAN,50,Rural,31.44%
RAJASTHAN,50,Urban,61.47%
RAJASTHAN,51,Rural,36.94%
RAJASTHAN,51,Urban,75.04%
RAJASTHAN,52,Rural,34.34%
RAJASTHAN,52,Urban,75.28%
RAJASTHAN,53,Rural,31.90%
RAJASTHAN,53,Urban,78.16%
RAJASTHAN,54,Rural,34.93%
RAJASTHAN,54,Urban,77.49%
RAJASTHAN,55,Rural,29.03%
RAJASTHAN,55,Urban,60.59%
RAJASTHAN,56,Rural,32.55%
RAJASTHAN,56,Urban,73.81%
RAJASTHAN,57,Rural,31.94%
RAJASTHAN,57,Urban,77.63%
RAJASTHAN,58,Rural,25.09%
RAJASTHAN,58,Urban,71.40%
RAJASTHAN,59,Rural,29.68%
RAJASTHAN,59,Urban,73.48%
RAJASTHAN,60,Rural,22.40%
RAJASTHAN,60,Urban,52.77%
RAJASTHAN,61,Rural,27.55%
RAJASTHAN,61,Urban,68.11%
RAJASTHAN,62,Rural,26.49%
RAJASTHAN,62,Urban,69.57%
RAJASTHAN,63,Rural,26.80%
RAJASTHAN,63,Urban,74.50%
RAJASTHAN,64,Rural,27.22%
RAJASTHAN,64,Urban,71.45%
RAJASTHAN,65,Rural,20.01%
RAJASTHAN,65,Urban,49.80%
RAJASTHAN,66,Rural,24.49%
RAJASTHAN,66,Urban,63.80%
RAJASTHAN,67,Rural,27.22%
RAJASTHAN,67,Urban,73.14%
RAJASTHAN,68,Rural,19.51%
RAJASTHAN,68,Urban,65.31%
RAJASTHAN,69,Rural,21.51%
RAJASTHAN,69,Urban,65.21%
RAJASTHAN,70,Rural,15.39%
RAJASTHAN,70,Urban,42.53%
RAJASTHAN,71,Rural,18.99%
RAJASTHAN,71,Urban,57.81%
RAJASTHAN,72,Rural,20.38%
RAJASTHAN,72,Urban,63.88%
RAJASTHAN,73,Rural,20.99%
RAJASTHAN,73,Urban,69.59%
RAJASTHAN,74,Rural,21.47%
RAJASTHAN,74,Urban,67.67%
RAJASTHAN,75,Rural,14.77%
RAJASTHAN,75,Urban,45.46%
RAJASTHAN,76,Rural,18.06%
RAJASTHAN,76,Urban,59.27%
RAJASTHAN,77,Rural,21.21%
RAJASTHAN,77,Urban,69.76%
RAJASTHAN,78,Rural,16.45%
RAJASTHAN,78,Urban,61.89%
RAJASTHAN,79,Rural,16.80%
RAJASTHAN,79,Urban,58.69%
RAJASTHAN,80,Rural,11.23%
RAJASTHAN,80,Urban,35.92%
RAJASTHAN,81,Rural,14.29%
RAJASTHAN,81,Urban,49.24%
RAJASTHAN,82,Rural,18.50%
RAJASTHAN,82,Urban,59.52%
RAJASTHAN,83,Rural,20.98%
RAJASTHAN,83,Urban,64.21%
RAJASTHAN,84,Rural,21.20%
RAJASTHAN,84,Urban,60.48%
RAJASTHAN,85,Rural,13.96%
RAJASTHAN,85,Urban,39.90%
RAJASTHAN,86,Rural,18.40%
RAJASTHAN,86,Urban,50.85%
RAJASTHAN,87,Rural,23.09%
RAJASTHAN,87,Urban,64.69%
RAJASTHAN,88,Rural,21.48%
RAJASTHAN,88,Urban,60.95%
RAJASTHAN,89,Rural,19.46%
RAJASTHAN,89,Urban,53.83%
RAJASTHAN,90,Rural,11.76%
RAJASTHAN,90,Urban,33.62%
RAJASTHAN,91,Rural,20.54%
RAJASTHAN,91,Urban,45.74%
RAJASTHAN,92,Rural,31.65%
RAJASTHAN,92,Urban,59.99%
RAJASTHAN,93,Rural,36.51%
RAJASTHAN,93,Urban,66.01%
RAJASTHAN,94,Rural,36.98%
RAJASTHAN,94,Urban,62.93%
RAJASTHAN,95,Rural,20.84%
RAJASTHAN,95,Urban,40.93%
RAJASTHAN,96,Rural,31.46%
RAJASTHAN,96,Urban,53.93%
RAJASTHAN,97,Rural,34.51%
RAJASTHAN,97,Urban,64.38%
RAJASTHAN,98,Rural,28.97%
RAJASTHAN,98,Urban,53.15%
RAJASTHAN,99,Rural,17.04%
RAJASTHAN,99,Urban,41.80%
SIKKIM,7,Rural,77.20%
SIKKIM,7,Urban,81.55%
SIKKIM,8,Rural,88.66%
SIKKIM,8,Urban,92.82%
SIKKIM,9,Rural,89.95%
SIKKIM,9,Urban,91.64%
SIKKIM,10,Rural,91.72%
SIKKIM,10,Urban,92.14%
SIKKIM,11,Rural,94.81%
SIKKIM,11,Urban,95.53%
SIKKIM,12,Rural,96.57%
SIKKIM,12,Urban,96.10%
SIKKIM,13,Rural,96.70%
SIKKIM,13,Urban,95.68%
SIKKIM,14,Rural,96.49%
SIKKIM,14,Urban,95.72%
SIKKIM,15,Rural,95.65%
SIKKIM,15,Urban,94.20%
SIKKIM,16,Rural,95.78%
SIKKIM,16,Urban,94.47%
SIKKIM,17,Rural,95.60%
SIKKIM,17,Urban,94.60%
SIKKIM,18,Rural,94.53%
SIKKIM,18,Urban,94.20%
SIKKIM,19,Rural,94.75%
SIKKIM,19,Urban,95.07%
SIKKIM,20,Rural,93.47%
SIKKIM,20,Urban,94.40%
SIKKIM,21,Rural,93.48%
SIKKIM,21,Urban,94.25%
SIKKIM,22,Rural,92.98%
SIKKIM,22,Urban,94.75%
SIKKIM,23,Rural,92.53%
SIKKIM,23,Urban,94.69%
SIKKIM,24,Rural,91.94%
SIKKIM,24,Urban,94.92%
SIKKIM,25,Rural,89.71%
SIKKIM,25,Urban,93.33%
SIKKIM,26,Rural,89.40%
SIKKIM,26,Urban,93.93%
SIKKIM,27,Rural,89.17%
SIKKIM,27,Urban,94.53%
SIKKIM,28,Rural,88.76%
SIKKIM,28,Urban,93.98%
SIKKIM,29,Rural,88.73%
SIKKIM,29,Urban,93.00%
SIKKIM,30,Rural,85.26%
SIKKIM,30,Urban,90.42%
SIKKIM,31,Rural,86.44%
SIKKIM,31,Urban,93.06%
SIKKIM,32,Rural,84.68%
SIKKIM,32,Urban,92.16%
SIKKIM,33,Rural,86.21%
SIKKIM,33,Urban,92.82%
SIKKIM,34,Rural,83.10%
SIKKIM,34,Urban,92.25%
SIKKIM,35,Rural,78.86%
SIKKIM,35,Urban,87.87%
SIKKIM,36,Rural,79.00%
SIKKIM,36,Urban,90.10%
SIKKIM,37,Rural,79.81%
SIKKIM,37,Urban,91.68%
SIKKIM,38,Rural,78.61%
SIKKIM,38,Urban,89.52%
SIKKIM,39,Rural,73.36%
SIKKIM,39,Urban,87.89%
SIKKIM,40,Rural,66.75%
SIKKIM,40,Urban,83.47%
SIKKIM,41,Rural,72.11%
SIKKIM,41,Urban,88.32%
SIKKIM,42,Rural,72.55%
SIKKIM,42,Urban,86.84%
SIKKIM,43,Rural,69.71%
SIKKIM,43,Urban,88.42%
SIKKIM,44,Rural,63.72%
SIKKIM,44,Urban,84.44%
SIKKIM,45,Rural,57.82%
SIKKIM,45,Urban,79.32%
SIKKIM,46,Rural,62.07%
SIKKIM,46,Urban,84.49%
SIKKIM,47,Rural,60.97%
SIKKIM,47,Urban,83.52%
SIKKIM,48,Rural,57.26%
SIKKIM,48,Urban,84.23%
SIKKIM,49,Rural,51.72%
SIKKIM,49,Urban,78.41%
SIKKIM,50,Rural,45.69%
SIKKIM,50,Urban,72.68%
SIKKIM,51,Rural,52.14%
SIKKIM,51,Urban,81.27%
SIKKIM,52,Rural,51.92%
SIKKIM,52,Urban,82.08%
SIKKIM,53,Rural,51.26%
SIKKIM,53,Urban,83.99%
SIKKIM,54,Rural,49.03%
SIKKIM,54,Urban,79.88%
SIKKIM,55,Rural,44.24%
SIKKIM,55,Urban,72.85%
SIKKIM,56,Rural,46.49%
SIKKIM,56,Urban,76.87%
SIKKIM,57,Rural,46.24%
SIKKIM,57,Urban,77.71%
SIKKIM,58,Rural,44.67%
SIKKIM,58,Urban,77.38%
SIKKIM,59,Rural,37.70%
SIKKIM,59,Urban,70.30%
SIKKIM,60,Rural,34.28%
SIKKIM,60,Urban,59.01%
SIKKIM,61,Rural,38.08%
SIKKIM,61,Urban,67.84%
SIKKIM,62,Rural,38.67%
SIKKIM,62,Urban,71.46%
