State,Age,Sex,LiteracyRate
GUJARAT,20,Female,81.59%
GUJARAT,20,Male,91.11%
GUJARAT,21,Female,84.06%
GUJARAT,21,Male,92.90%
GUJARAT,22,Female,80.88%
GUJARAT,22,Male,90.97%
GUJARAT,23,Female,80.37%
GUJARAT,23,Male,92.17%
GUJARAT,24,Female,79.54%
GUJARAT,24,Male,91.87%
GUJARAT,25,Female,76.13%
GUJARAT,25,Male,88.10%
GUJARAT,26,Female,78.48%
GUJARAT,26,Male,90.64%
GUJARAT,27,Female,78.56%
GUJARAT,27,Male,91.24%
GUJARAT,28,Female,72.59%
GUJARAT,28,Male,89.55%
GUJARAT,29,Female,76.01%
GUJARAT,29,Male,90.80%
GUJARAT,30,Female,68.52%
GUJARAT,30,Male,84.58%
GUJARAT,31,Female,75.31%
GUJARAT,31,Male,89.64%
GUJARAT,32,Female,69.80%
GUJARAT,32,Male,87.53%
GUJARAT,33,Female,68.75%
GUJARAT,33,Male,88.89%
GUJARAT,34,Female,69.52%
GUJARAT,34,Male,88.12%
GUJARAT,35,Female,62.85%
GUJARAT,35,Male,80.18%
GUJARAT,36,Female,67.15%
GUJARAT,36,Male,85.02%
GUJARAT,37,Female,67.96%
GUJARAT,37,Male,86.67%
GUJARAT,38,Female,60.27%
GUJARAT,38,Male,84.49%
GUJARAT,39,Female,64.22%
GUJARAT,39,Male,85.46%
GUJARAT,40,Female,54.39%
GUJARAT,40,Male,75.47%
GUJARAT,41,Female,64.14%
GUJARAT,41,Male,83.45%
GUJARAT,42,Female,58.64%
GUJARAT,42,Male,81.70%
GUJARAT,43,Female,57.65%
GUJARAT,43,Male,84.72%
GUJARAT,44,Female,58.39%
GUJARAT,44,Male,83.29%
GUJARAT,45,Female,50.74%
GUJARAT,45,Male,73.17%
GUJARAT,46,Female,57.79%
GUJARAT,46,Male,80.60%
GUJARAT,47,Female,59.29%
GUJARAT,47,Male,83.72%
GUJARAT,48,Female,49.85%
GUJARAT,48,Male,80.25%
GUJARAT,49,Female,55.26%
GUJARAT,49,Male,81.51%
GUJARAT,50,Female,44.42%
GUJARAT,50,Male,68.59%
GUJARAT,51,Female,55.55%
GUJARAT,51,Male,79.23%
GUJARAT,52,Female,51.81%
GUJARAT,52,Male,78.66%
GUJARAT,53,Female,51.53%
GUJARAT,53,Male,82.87%
GUJARAT,54,Female,53.57%
GUJARAT,54,Male,82.52%
GUJARAT,55,Female,43.18%
GUJARAT,55,Male,69.62%
GUJARAT,56,Female,52.14%
GUJARAT,56,Male,79.31%
GUJARAT,57,Female,52.75%
GUJARAT,57,Male,82.74%
GUJARAT,58,Female,42.76%
GUJARAT,58,Male,79.41%
GUJARAT,59,Female,48.26%
GUJARAT,59,Male,79.50%
GUJARAT,60,Female,33.75%
GUJARAT,60,Male,61.68%
GUJARAT,61,Female,45.75%
GUJARAT,61,Male,73.91%
GUJARAT,62,Female,43.46%
GUJARAT,62,Male,75.03%
GUJARAT,63,Female,44.54%
GUJARAT,63,Male,80.99%
GUJARAT,64,Female,44.34%
GUJARAT,64,Male,77.59%
GUJARAT,65,Female,31.21%
GUJARAT,65,Male,60.19%
GUJARAT,66,Female,41.24%
GUJARAT,66,Male,71.76%
GUJARAT,67,Female,44.78%
GUJARAT,67,Male,78.50%
GUJARAT,68,Female,35.40%
GUJARAT,68,Male,74.96%
GUJARAT,69,Female,38.99%
GUJARAT,69,Male,73.51%
GUJARAT,70,Female,25.51%
GUJARAT,70,Male,52.34%
GUJARAT,71,Female,36.36%
GUJARAT,71,Male,67.01%
GUJARAT,72,Female,38.45%
GUJARAT,72,Male,69.82%
GUJARAT,73,Female,41.36%
GUJARAT,73,Male,77.17%
GUJARAT,74,Female,42.72%
GUJARAT,74,Male,75.09%
GUJARAT,75,Female,28.89%
GUJARAT,75,Male,56.12%
GUJARAT,76,Female,37.74%
GUJARAT,76,Male,68.98%
GUJARAT,77,Female,44.59%
GUJARAT,77,Male,77.65%
GUJARAT,78,Female,36.20%
GUJARAT,78,Male,73.69%
GUJARAT,79,Female,35.76%
GUJARAT,79,Male,69.94%
GUJARAT,80,Female,22.49%
GUJARAT,80,Male,46.61%
GUJARAT,81,Female,31.20%
GUJARAT,81,Male,60.58%
GUJARAT,82,Female,39.83%
GUJARAT,82,Male,67.80%
GUJARAT,83,Female,43.53%
GUJARAT,83,Male,77.37%
GUJARAT,84,Female,42.51%
GUJARAT,84,Male,72.63%
GUJARAT,85,Female,27.86%
GUJARAT,85,Male,52.77%
GUJARAT,86,Female,37.78%
GUJARAT,86,Male,65.37%
GUJARAT,87,Female,47.06%
GUJARAT,87,Male,74.88%
GUJARAT,88,Female,42.68%
GUJARAT,88,Male,72.74%
GUJARAT,89,Female,35.83%
GUJARAT,89,Male,67.64%
GUJARAT,90,Female,21.02%
GUJARAT,90,Male,44.18%
GUJARAT,91,Female,35.96%
GUJARAT,91,Male,64.80%
GUJARAT,92,Female,48.83%
GUJARAT,92,Male,75.41%
GUJARAT,93,Female,54.36%
GUJARAT,93,Male,81.60%
GUJARAT,94,Female,50.41%
GUJARAT,94,Male,78.51%
GUJARAT,95,Female,30.32%
GUJARAT,95,Male,58.11%
GUJARAT,96,Female,45.57%
GUJARAT,96,Male,72.01%
GUJARAT,97,Female,53.70%
GUJARAT,97,Male,77.69%
GUJARAT,98,Female,43.02%
GUJARAT,98,Male,73.50%
GUJARAT,99,Female,25.96%
GUJARAT,99,Male,52.19%
HARYANA,7,Female,77.91%
HARYANA,7,Male,80.03%
HARYANA,8,Female,87.34%
HARYANA,8,Male,89.85%
HARYANA,9,Female,90.66%
HARYANA,9,Male,92.95%
HARYANA,10,Female,89.68%
HARYANA,10,Male,92.45%
HARYANA,11,Female,92.66%
HARYANA,11,Male,95.05%
HARYANA,12,Female,92.19%
HARYANA,12,Male,95.07%
HARYANA,13,Female,92.79%
HARYANA,13,Male,95.62%
HARYANA,14,Female,91.82%
HARYANA,14,Male,95.11%
HARYANA,15,Female,91.00%
HARYANA,15,Male,94.16%
HARYANA,16,Female,90.58%
HARYANA,16,Male,94.10%
HARYANA,17,Female,90.81%
HARYANA,17,Male,94.29%
HARYANA,18,Female,87.48%
HARYANA,18,Male,92.39%
HARYANA,19,Female,88.04%
HARYANA,19,Male,93.61%
HARYANA,20,Female,83.65%
HARYANA,20,Male,91.15%
HARYANA,21,Female,86.74%
HARYANA,21,Male,93.25%
HARYANA,22,Female,82.61%
HARYANA,22,Male,90.96%
HARYANA,23,Female,82.61%
HARYANA,23,Male,92.30%
HARYANA,24,Female,82.13%
HARYANA,24,Male,92.02%
HARYANA,25,Female,77.09%
HARYANA,25,Male,87.77%
HARYANA,26,Female,79.70%
HARYANA,26,Male,90.29%
HARYANA,27,Female,80.32%
HARYANA,27,Male,91.20%
HARYANA,28,Female,73.89%
HARYANA,28,Male,89.17%
HARYANA,29,Female,77.89%
HARYANA,29,Male,91.17%
HARYANA,30,Female,67.98%
HARYANA,30,Male,83.78%
HARYANA,31,Female,75.34%
HARYANA,31,Male,89.47%
HARYANA,32,Female,68.28%
HARYANA,32,Male,86.85%
HARYANA,33,Female,67.36%
HARYANA,33,Male,88.63%
HARYANA,34,Female,68.20%
HARYANA,34,Male,88.66%
HARYANA,35,Female,57.57%
HARYANA,35,Male,79.38%
HARYANA,36,Female,61.68%
HARYANA,36,Male,84.41%
HARYANA,37,Female,62.42%
HARYANA,37,Male,86.96%
HARYANA,38,Female,53.05%
HARYANA,38,Male,83.65%
HARYANA,39,Female,57.19%
HARYANA,39,Male,85.10%
HARYANA,40,Female,44.68%
HARYANA,40,Male,73.23%
HARYANA,41,Female,54.52%
HARYANA,41,Male,81.77%
HARYANA,42,Female,48.10%
HARYANA,42,Male,79.35%
HARYANA,43,Female,47.01%
HARYANA,43,Male,82.46%
HARYANA,44,Female,48.99%
HARYANA,44,Male,82.41%
HARYANA,45,Female,38.41%
HARYANA,45,Male,70.34%
HARYANA,46,Female,45.86%
HARYANA,46,Male,78.06%
HARYANA,47,Female,46.98%
HARYANA,47,Male,81.65%
HARYANA,48,Female,39.33%
HARYANA,48,Male,77.97%
HARYANA,49,Female,45.16%
HARYANA,49,Male,80.62%
HARYANA,50,Female,32.75%
HARYANA,50,Male,65.07%
HARYANA,51,Female,43.92%
HARYANA,51,Male,76.36%
HARYANA,52,Female,41.13%
HARYANA,52,Male,77.18%
HARYANA,53,Female,41.70%
HARYANA,53,Male,81.92%
HARYANA,54,Female,44.62%
HARYANA,54,Male,81.88%
HARYANA,55,Female,30.84%
HARYANA,55,Male,67.24%
HARYANA,56,Female,39.48%
HARYANA,56,Male,78.12%
HARYANA,57,Female,40.64%
HARYANA,57,Male,81.13%
HARYANA,58,Female,30.66%
HARYANA,58,Male,75.24%
HARYANA,59,Female,34.47%
HARYANA,59,Male,76.06%
HARYANA,60,Female,21.85%
HARYANA,60,Male,56.68%
HARYANA,61,Female,28.04%
HARYANA,61,Male,66.68%
HARYANA,62,Female,25.57%
HARYANA,62,Male,62.47%
HARYANA,63,Female,28.43%
HARYANA,63,Male,68.06%
HARYANA,64,Female,30.45%
HARYANA,64,Male,68.59%
HARYANA,65,Female,18.03%
HARYANA,65,Male,50.91%
HARYANA,66,Female,26.24%
HARYANA,66,Male,62.13%
HARYANA,67,Female,31.12%
HARYANA,67,Male,69.35%
HARYANA,68,Female,22.92%
HARYANA,68,Male,63.83%
HARYANA,69,Female,26.95%
HARYANA,69,Male,64.95%
HARYANA,70,Female,14.35%
HARYANA,70,Male,42.22%
HARYANA,71,Female,21.22%
HARYANA,71,Male,54.33%
HARYANA,72,Female,21.59%
HARYANA,72,Male,55.82%
HARYANA,73,Female,24.37%
HARYANA,73,Male,62.57%
HARYANA,74,Female,25.54%
HARYANA,74,Male,61.81%
HARYANA,75,Female,14.04%
HARYANA,75,Male,39.95%
HARYANA,76,Female,18.75%
HARYANA,76,Male,49.45%
HARYANA,77,Female,22.68%
HARYANA,77,Male,57.08%
HARYANA,78,Female,17.51%
HARYANA,78,Male,50.09%
HARYANA,79,Female,17.98%
HARYANA,79,Male,50.55%
HARYANA,80,Female,9.70%
HARYANA,80,Male,30.82%
HARYANA,81,Female,14.23%
HARYANA,81,Male,38.94%
HARYANA,82,Female,17.65%
HARYANA,82,Male,43.91%
HARYANA,83,Female,21.62%
HARYANA,83,Male,51.95%
HARYANA,84,Female,21.69%
HARYANA,84,Male,50.53%
HARYANA,85,Female,12.04%
HARYANA,85,Male,33.17%
HARYANA,86,Female,16.82%
HARYANA,86,Male,41.97%
HARYANA,87,Female,22.85%
HARYANA,87,Male,48.06%
HARYANA,88,Female,21.54%
HARYANA,88,Male,45.63%
HARYANA,89,Female,22.69%
HARYANA,89,Male,46.16%
HARYANA,90,Female,10.22%
HARYANA,90,Male,29.38%
HARYANA,91,Female,18.72%
HARYANA,91,Male,41.16%
HARYANA,92,Female,29.86%
HARYANA,92,Male,51.46%
HARYANA,93,Female,34.74%
HARYANA,93,Male,55.77%
HARYANA,94,Female,36.32%
HARYANA,94,Male,59.85%
HARYANA,95,Female,17.09%
HARYANA,95,Male,38.79%
HARYANA,96,Female,30.84%
HARYANA,96,Male,49.96%
HARYANA,97,Female,40.59%
HARYANA,97,Male,59.90%
HARYANA,98,Female,28.03%
HARYANA,98,Male,54.25%
HARYANA,99,Female,20.92%
HARYANA,99,Male,39.72%
HIMACHAL PRADESH,7,Female,83.71%
HIMACHAL PRADESH,7,Male,84.33%
HIMACHAL PRADESH,8,Female,94.31%
HIMACHAL PRADESH,8,Male,95.16%
HIMACHAL PRADESH,9,Female,95.90%
HIMACHAL PRADESH,9,Male,96.40%
HIMACHAL PRADESH,10,Female,95.16%
HIMACHAL PRADESH,10,Male,95.64%
HIMACHAL PRADESH,11,Female,96.86%
HIMACHAL PRADESH,11,Male,97.37%
HIMACHAL PRADESH,12,Female,97.51%
HIMACHAL PRADESH,12,Male,98.09%
HIMACHAL PRADESH,13,Female,97.68%
HIMACHAL PRADESH,13,Male,98.25%
HIMACHAL PRADESH,14,Female,97.63%
HIMACHAL PRADESH,14,Male,98.14%
HIMACHAL PRADESH,15,Female,97.15%
HIMACHAL PRADESH,15,Male,97.69%
HIMACHAL PRADESH,16,Female,97.43%
HIMACHAL PRADESH,16,Male,97.76%
HIMACHAL PRADESH,17,Female,97.48%
HIMACHAL PRADESH,17,Male,97.89%
HIMACHAL PRADESH,18,Female,96.43%
HIMACHAL PRADESH,18,Male,96.94%
HIMACHAL PRADESH,19,Female,96.50%
HIMACHAL PRADESH,19,Male,97.29%
HIMACHAL PRADESH,20,Female,95.14%
HIMACHAL PRADESH,20,Male,96.54%
HIMACHAL PRADESH,21,Female,95.54%
HIMACHAL PRADESH,21,Male,96.97%
HIMACHAL PRADESH,22,Female,94.51%
HIMACHAL PRADESH,22,Male,96.25%
HIMACHAL PRADESH,23,Female,94.35%
HIMACHAL PRADESH,23,Male,96.57%
HIMACHAL PRADESH,24,Female,93.46%
HIMACHAL PRADESH,24,Male,96.29%
HIMACHAL PRADESH,25,Female,91.40%
HIMACHAL PRADESH,25,Male,94.94%
HIMACHAL PRADESH,26,Female,91.54%
HIMACHAL PRADESH,26,Male,95.40%
HIMACHAL PRADESH,27,Female,91.93%
HIMACHAL PRADESH,27,Male,95.79%
HIMACHAL PRADESH,28,Female,89.84%
HIMACHAL PRADESH,28,Male,95.18%
HIMACHAL PRADESH,29,Female,90.64%
HIMACHAL PRADESH,29,Male,95.82%
HIMACHAL PRADESH,30,Female,86.14%
HIMACHAL PRADESH,30,Male,93.04%
HIMACHAL PRADESH,31,Female,88.97%
HIMACHAL PRADESH,31,Male,95.31%
HIMACHAL PRADESH,32,Female,86.58%
HIMACHAL PRADESH,32,Male,94.38%
HIMACHAL PRADESH,33,Female,86.52%
HIMACHAL PRADESH,33,Male,94.72%
HIMACHAL PRADESH,34,Female,85.78%
HIMACHAL PRADESH,34,Male,94.60%
HIMACHAL PRADESH,35,Female,79.96%
HIMACHAL PRADESH,35,Male,91.13%
HIMACHAL PRADESH,36,Female,81.39%
HIMACHAL PRADESH,36,Male,92.87%
HIMACHAL PRADESH,37,Female,81.96%
HIMACHAL PRADESH,37,Male,93.58%
HIMACHAL PRADESH,38,Female,77.66%
HIMACHAL PRADESH,38,Male,92.31%
HIMACHAL PRADESH,39,Female,77.37%
HIMACHAL PRADESH,39,Male,92.32%
HIMACHAL PRADESH,40,Female,68.43%
HIMACHAL PRADESH,40,Male,87.02%
HIMACHAL PRADESH,41,Female,73.70%
HIMACHAL PRADESH,41,Male,90.68%
HIMACHAL PRADESH,42,Female,71.12%
HIMACHAL PRADESH,42,Male,89.73%
HIMACHAL PRADESH,43,Female,71.35%
HIMACHAL PRADESH,43,Male,90.43%
HIMACHAL PRADESH,44,Female,67.96%
HIMACHAL PRADESH,44,Male,89.47%
HIMACHAL PRADESH,45,Female,61.57%
HIMACHAL PRADESH,45,Male,83.90%
HIMACHAL PRADESH,46,Female,65.68%
HIMACHAL PRADESH,46,Male,86.93%
HIMACHAL PRADESH,47,Female,65.77%
HIMACHAL PRADESH,47,Male,87.78%
HIMACHAL PRADESH,48,Female,62.73%
HIMACHAL PRADESH,48,Male,86.59%
HIMACHAL PRADESH,49,Female,62.24%
HIMACHAL PRADESH,49,Male,87.04%
HIMACHAL PRADESH,50,Female,52.02%
HIMACHAL PRADESH,50,Male,79.49%
HIMACHAL PRADESH,51,Female,58.26%
HIMACHAL PRADESH,51,Male,85.00%
HIMACHAL PRADESH,52,Female,57.35%
HIMACHAL PRADESH,52,Male,85.49%
HIMACHAL PRADESH,53,Female,59.35%
HIMACHAL PRADESH,53,Male,87.02%
HIMACHAL PRADESH,54,Female,57.31%
HIMACHAL PRADESH,54,Male,86.64%
HIMACHAL PRADESH,55,Female,46.81%
HIMACHAL PRADESH,55,Male,79.84%
HIMACHAL PRADESH,56,Female,51.87%
HIMACHAL PRADESH,56,Male,84.30%
HIMACHAL PRADESH,57,Female,52.04%
HIMACHAL PRADESH,57,Male,84.88%
HIMACHAL PRADESH,58,Female,47.63%
HIMACHAL PRADESH,58,Male,82.47%
HIMACHAL PRADESH,59,Female,44.68%
HIMACHAL PRADESH,59,Male,82.15%
HIMACHAL PRADESH,60,Female,30.59%
HIMACHAL PRADESH,60,Male,69.39%
HIMACHAL PRADESH,61,Female,34.92%
HIMACHAL PRADESH,61,Male,75.79%
HIMACHAL PRADESH,62,Female,34.76%
HIMACHAL PRADESH,62,Male,75.98%
HIMACHAL PRADESH,63,Female,38.17%
HIMACHAL PRADESH,63,Male,78.13%
HIMACHAL PRADESH,64,Female,33.48%
HIMACHAL PRADESH,64,Male,75.29%
HIMACHAL PRADESH,65,Female,22.30%
HIMACHAL PRADESH,65,Male,63.39%
HIMACHAL PRADESH,66,Female,27.70%
HIMACHAL PRADESH,66,Male,70.01%
HIMACHAL PRADESH,67,Female,30.10%
HIMACHAL PRADESH,67,Male,74.59%
HIMACHAL PRADESH,68,Female,27.08%
HIMACHAL PRADESH,68,Male,71.50%
HIMACHAL PRADESH,69,Female,25.45%
HIMACHAL PRADESH,69,Male,69.44%
HIMACHAL PRADESH,70,Female,15.30%
HIMACHAL PRADESH,70,Male,50.61%
HIMACHAL PRADESH,71,Female,18.90%
HIMACHAL PRADESH,71,Male,61.75%
HIMACHAL PRADESH,72,Female,20.29%
HIMACHAL PRADESH,72,Male,61.94%
HIMACHAL PRADESH,73,Female,22.90%
HIMACHAL PRADESH,73,Male,65.46%
HIMACHAL PRADESH,74,Female,20.56%
HIMACHAL PRADESH,74,Male,64.26%
HIMACHAL PRADESH,75,Female,13.50%
HIMACHAL PRADESH,75,Male,47.42%
HIMACHAL PRADESH,76,Female,16.64%
HIMACHAL PRADESH,76,Male,54.34%
HIMACHAL PRADESH,77,Female,18.70%
HIMACHAL PRADESH,77,Male,60.62%
HIMACHAL PRADESH,78,Female,16.95%
HIMACHAL PRADESH,78,Male,54.33%
HIMACHAL PRADESH,79,Female,13.60%
HIMACHAL PRADESH,79,Male,51.67%
HIMACHAL PRADESH,80,Female,9.49%
HIMACHAL PRADESH,80,Male,34.79%
HIMACHAL PRADESH,81,Female,12.27%
HIMACHAL PRADESH,81,Male,41.69%
HIMACHAL PRADESH,82,Female,14.65%
HIMACHAL PRADESH,82,Male,48.83%
HIMACHAL PRADESH,83,Female,16.72%
HIMACHAL PRADESH,83,Male,48.81%
HIMACHAL PRADESH,84,Female,14.61%
HIMACHAL PRADESH,84,Male,50.12%
HIMACHAL PRADESH,85,Female,9.39%
HIMACHAL PRADESH,85,Male,35.64%
HIMACHAL PRADESH,86,Female,11.34%
HIMACHAL PRADESH,86,Male,43.11%
HIMACHAL PRADESH,87,Female,16.03%
HIMACHAL PRADESH,87,Male,48.82%
HIMACHAL PRADESH,88,Female,17.35%
HIMACHAL PRADESH,88,Male,48.22%
HIMACHAL PRADESH,89,Female,13.94%
HIMACHAL PRADESH,89,Male,45.17%
HIMACHAL PRADESH,90,Female,7.78%
HIMACHAL PRADESH,90,Male,29.59%
HIMACHAL PRADESH,91,Female,13.27%
HIMACHAL PRADESH,91,Male,36.90%
HIMACHAL PRADESH,92,Female,22.58%
HIMACHAL PRADESH,92,Male,52.21%
HIMACHAL PRADESH,93,Female,26.79%
HIMACHAL PRADESH,93,Male,55.32%
HIMACHAL PRADESH,94,Female,29.07%
HIMACHAL PRADESH,94,Male,52.63%
HIMACHAL PRADESH,95,Female,12.89%
HIMACHAL PRADESH,95,Male,34.09%
HIMACHAL PRADESH,96,Female,20.51%
HIMACHAL PRADESH,96,Male,43.14%
HIMACHAL PRADESH,97,Female,34.19%
HIMACHAL PRADESH,97,Male,53.13%
HIMACHAL PRADESH,98,Female,19.92%
HIMACHAL PRADESH,98,Male,46.62%
HIMACHAL PRADESH,99,Female,13.89%
HIMACHAL PRADESH,99,Male,36.43%
JAMMU & KASHMIR,7,Female,64.40%
JAMMU & KASHMIR,7,Male,67.88%
JAMMU & KASHMIR,8,Female,76.95%
JAMMU & KASHMIR,8,Male,80.94%
JAMMU & KASHMIR,9,Female,82.64%
JAMMU & KASHMIR,9,Male,86.40%
JAMMU & KASHMIR,10,Female,81.24%
JAMMU & KASHMIR,10,Male,85.34%
JAMMU & KASHMIR,11,Female,85.66%
JAMMU & KASHMIR,11,Male,89.89%
JAMMU & KASHMIR,12,Female,86.08%
JAMMU & KASHMIR,12,Male,91.55%
JAMMU & KASHMIR,13,Female,87.18%
JAMMU & KASHMIR,13,Male,92.82%
JAMMU & KASHMIR,14,Female,86.55%
JAMMU & KASHMIR,14,Male,93.05%
JAMMU & KASHMIR,15,Female,83.84%
JAMMU & KASHMIR,15,Male,91.85%
JAMMU & KASHMIR,16,Female,82.88%
JAMMU & KASHMIR,16,Male,92.04%
JAMMU & KASHMIR,17,Female,83.23%
JAMMU & KASHMIR,17,Male,92.25%
JAMMU & KASHMIR,18,Female,77.53%
JAMMU & KASHMIR,18,Male,89.61%
JAMMU & KASHMIR,19,Female,78.72%
JAMMU & KASHMIR,19,Male,91.13%
JAMMU & KASHMIR,20,Female,70.91%
JAMMU & KASHMIR,20,Male,86.29%
JAMMU & KASHMIR,21,Female,74.84%
JAMMU & KASHMIR,21,Male,89.24%
JAMMU & KASHMIR,22,Female,70.54%
JAMMU & KASHMIR,22,Male,86.97%
JAMMU & KASHMIR,23,Female,69.69%
JAMMU & KASHMIR,23,Male,88.09%
JAMMU & KASHMIR,24,Female,68.38%
JAMMU & KASHMIR,24,Male,88.24%
JAMMU & KASHMIR,25,Female,59.99%
JAMMU & KASHMIR,25,Male,81.44%
JAMMU & KASHMIR,26,Female,63.12%
JAMMU & KASHMIR,26,Male,85.02%
JAMMU & KASHMIR,27,Female,64.17%
JAMMU & KASHMIR,27,Male,86.99%
JAMMU & KASHMIR,28,Female,57.15%
JAMMU & KASHMIR,28,Male,83.62%
JAMMU & KASHMIR,29,Female,60.19%
JAMMU & KASHMIR,29,Male,86.48%
JAMMU & KASHMIR,30,Female,50.03%
JAMMU & KASHMIR,30,Male,74.49%
JAMMU & KASHMIR,31,Female,56.67%
JAMMU & KASHMIR,31,Male,82.11%
JAMMU & KASHMIR,32,Female,53.76%
JAMMU & KASHMIR,32,Male,81.32%
JAMMU & KASHMIR,33,Female,51.52%
JAMMU & KASHMIR,33,Male,83.40%
JAMMU & KASHMIR,34,Female,50.73%
JAMMU & KASHMIR,34,Male,83.53%
JAMMU & KASHMIR,35,Female,42.48%
JAMMU & KASHMIR,35,Male,69.65%
JAMMU & KASHMIR,36,Female,46.25%
JAMMU & KASHMIR,36,Male,75.68%
JAMMU & KASHMIR,37,Female,47.98%
JAMMU & KASHMIR,37,Male,79.57%
JAMMU & KASHMIR,38,Female,40.83%
JAMMU & KASHMIR,38,Male,75.34%
JAMMU & KASHMIR,39,Female,44.18%
JAMMU & KASHMIR,39,Male,78.93%
JAMMU & KASHMIR,40,Female,33.21%
JAMMU & KASHMIR,40,Male,61.27%
JAMMU & KASHMIR,41,Female,39.74%
JAMMU & KASHMIR,41,Male,70.90%
JAMMU & KASHMIR,42,Female,38.96%
JAMMU & KASHMIR,42,Male,72.67%
JAMMU & KASHMIR,43,Female,36.76%
JAMMU & KASHMIR,43,Male,76.04%
JAMMU & KASHMIR,44,Female,37.20%
JAMMU & KASHMIR,44,Male,75.94%
JAMMU & KASHMIR,45,Female,29.12%
JAMMU & KASHMIR,45,Male,58.36%
JAMMU & KASHMIR,46,Female,33.66%
JAMMU & KASHMIR,46,Male,65.95%
JAMMU & KASHMIR,47,Female,35.96%
JAMMU & KASHMIR,47,Male,71.95%
JAMMU & KASHMIR,48,Female,29.39%
JAMMU & KASHMIR,48,Male,68.13%
JAMMU & KASHMIR,49,Female,32.02%
JAMMU & KASHMIR,49,Male,71.00%
JAMMU & KASHMIR,50,Female,22.64%
JAMMU & KASHMIR,50,Male,50.22%
JAMMU & KASHMIR,51,Female,29.39%
JAMMU & KASHMIR,51,Male,60.49%
JAMMU & KASHMIR,52,Female,32.59%
JAMMU & KASHMIR,52,Male,68.50%
JAMMU & KASHMIR,53,Female,32.18%
JAMMU & KASHMIR,53,Male,72.17%
JAMMU & KASHMIR,54,Female,32.37%
JAMMU & KASHMIR,54,Male,73.15%
JAMMU & KASHMIR,55,Female,19.31%
JAMMU & KASHMIR,55,Male,50.77%
JAMMU & KASHMIR,56,Female,25.92%
JAMMU & KASHMIR,56,Male,62.73%
JAMMU & KASHMIR,57,Female,30.49%
JAMMU & KASHMIR,57,Male,72.04%
JAMMU & KASHMIR,58,Female,22.88%
JAMMU & KASHMIR,58,Male,65.86%
JAMMU & KASHMIR,59,Female,24.74%
JAMMU & KASHMIR,59,Male,65.62%
JAMMU & KASHMIR,60,Female,13.56%
JAMMU & KASHMIR,60,Male,38.47%
JAMMU & KASHMIR,61,Female,17.94%
JAMMU & KASHMIR,61,Male,48.09%
JAMMU & KASHMIR,62,Female,21.93%
JAMMU & KASHMIR,62,Male,58.81%
JAMMU & KASHMIR,63,Female,22.56%
JAMMU & KASHMIR,63,Male,62.23%
JAMMU & KASHMIR,64,Female,21.70%
JAMMU & KASHMIR,64,Male,61.17%
JAMMU & KASHMIR,65,Female,11.69%
JAMMU & KASHMIR,65,Male,37.58%
JAMMU & KASHMIR,66,Female,15.93%
JAMMU & KASHMIR,66,Male,47.41%
JAMMU & KASHMIR,67,Female,20.02%
JAMMU & KASHMIR,67,Male,58.78%
JAMMU & KASHMIR,68,Female,15.52%
JAMMU & KASHMIR,68,Male,54.78%
JAMMU & KASHMIR,69,Female,16.26%
JAMMU & KASHMIR,69,Male,51.07%
JAMMU & KASHMIR,70,Female,8.35%
JAMMU & KASHMIR,70,Male,27.09%
JAMMU & KASHMIR,71,Female,10.83%
JAMMU & KASHMIR,71,Male,33.72%
JAMMU & KASHMIR,72,Female,16.11%
JAMMU & KASHMIR,72,Male,46.16%
JAMMU & KASHMIR,73,Female,15.34%
JAMMU & KASHMIR,73,Male,51.81%
JAMMU & KASHMIR,74,Female,17.23%
JAMMU & KASHMIR,74,Male,51.94%
JAMMU & KASHMIR,75,Female,8.92%
JAMMU & KASHMIR,75,Male,28.89%
JAMMU & KASHMIR,76,Female,12.36%
JAMMU & KASHMIR,76,Male,36.45%
JAMMU & KASHMIR,77,Female,15.55%
JAMMU & KASHMIR,77,Male,48.63%
JAMMU & KASHMIR,78,Female,13.70%
JAMMU & KASHMIR,78,Male,45.27%
JAMMU & KASHMIR,79,Female,12.54%
JAMMU & KASHMIR,79,Male,43.15%
JAMMU & KASHMIR,80,Female,6.60%
JAMMU & KASHMIR,80,Male,21.96%
JAMMU & KASHMIR,81,Female,9.42%
JAMMU & KASHMIR,81,Male,26.92%
JAMMU & KASHMIR,82,Female,15.88%
JAMMU & KASHMIR,82,Male,44.48%
JAMMU & KASHMIR,83,Female,17.01%
JAMMU & KASHMIR,83,Male,51.19%
JAMMU & KASHMIR,84,Female,18.89%
JAMMU & KASHMIR,84,Male,48.17%
JAMMU & KASHMIR,85,Female,9.89%
JAMMU & KASHMIR,85,Male,27.73%
JAMMU & KASHMIR,86,Female,13.09%
JAMMU & KASHMIR,86,Male,36.39%
JAMMU & KASHMIR,87,Female,19.92%
JAMMU & KASHMIR,87,Male,48.42%
JAMMU & KASHMIR,88,Female,21.13%
JAMMU & KASHMIR,88,Male,49.14%
JAMMU & KASHMIR,89,Female,17.49%
JAMMU & KASHMIR,89,Male,42.49%
JAMMU & KASHMIR,90,Female,7.73%
JAMMU & KASHMIR,90,Male,22.27%
JAMMU & KASHMIR,91,Female,12.60%
JAMMU & KASHMIR,91,Male,28.19%
JAMMU & KASHMIR,92,Female,25.38%
JAMMU & KASHMIR,92,Male,53.10%
JAMMU & KASHMIR,93,Female,36.71%
JAMMU & KASHMIR,93,Male,56.06%
